site_i,site_j,count_unique,count_weighted,mean_energy_eV,weighted_mean_energy_eV,delta_from_global_mean_eV,delta_from_weighted_global_mean_eV,distance_ang,shell_index,shell_distance_ang
8,16,4,24,-3061.33150745,-3061.3321085666666,0.029627667842305527,0.03253607903207012,7.021118064655185,175,7.021118064655185
16,20,8,60,-3061.33270568125,-3061.3318907853336,0.028429436592432467,0.03275386036511918,5.507873690182207,111,5.507873690182207
17,22,45,330,-3061.3265483666664,-3061.3318355770307,0.03458675117599341,0.032809068668029795,8.256733219854063,213,8.256733219854063
7,24,10,72,-3061.31496741,-3061.329673296111,0.04616770784241453,0.03497134958752213,7.350825727715229,182,7.350825727715229
9,17,115,892,-3061.3310860331303,-3061.3289532266817,0.0300490847121182,0.03569141901698458,8.701511554404618,221,8.701511554404618
12,14,27,194,-3061.3277440170373,-3061.3286368208255,0.03339110080514729,0.036007824873195204,3.2192811660833245,24,3.219236361684953
5,22,68,528,-3061.3244055813234,-3061.3272586571197,0.03672953651903299,0.03738598857898978,7.280441651775873,179,7.280441651775873
16,18,10,76,-3061.3259886799997,-3061.326548625263,0.03514643784274085,0.03809602043565974,9.287776390389634,239,9.287776390389634
6,19,21,152,-3061.316389307143,-3061.324860813158,0.04474581069962369,0.0397838325407065,7.3000704611699865,181,7.3001992210136315
3,9,18,132,-3061.3085860394444,-3061.324366213333,0.052549078397987614,0.04027843236553963,5.73998582137252,131,5.73998582137252
3,16,2,12,-3061.336786125,-3061.3224973399997,0.024348992842533335,0.042147305699018034,8.163622347082843,208,8.163622347082843
11,13,31,218,-3061.319668586452,-3061.3203304437607,0.04146653139059708,0.044314201938050246,3.216210357391653,23,3.216601655906893
14,17,17,132,-3061.3200876658825,-3061.318962637575,0.041047451959911996,0.04568200812354917,3.2484153023877815,31,3.2484153023877815
3,11,4,28,-3061.30384449,-3061.3184690571425,0.057290627842576214,0.04617558855625248,3.1202579469502103,5,3.120387673047533
19,23,21,158,-3061.3113797466667,-3061.3173420378484,0.04975537117570639,0.04730260785026985,6.1553720644329575,144,6.1553720644329575
7,16,4,24,-3061.311423855,-3061.315804471667,0.04971126284226557,0.04884017403173857,5.180143848831508,90,5.180143848831508
5,18,90,688,-3061.310225662111,-3061.31510065436,0.0509094557314711,0.0495439913388509,5.406077001992073,98,5.406077001992073
5,21,67,520,-3061.3094526098507,-3061.313721140154,0.05168250799169982,0.05092350554468794,4.62913502339082,61,4.62913502339082
1,9,216,1676,-3061.307009065139,-3061.3129048966375,0.054126052703395544,0.05173974906119838,3.1504942202558412,12,3.1504942202558412
6,22,12,88,-3061.305712491667,-3061.3127787795456,0.0554226261756412,0.05186586615309352,4.639227714618719,63,4.639227714618719
12,23,30,236,-3061.313699754,-3061.3120596813555,0.04743536384239633,0.052584964343168394,3.2441146294686125,29,3.2442933000006375
9,23,85,652,-3061.3154191695294,-3061.3119902573003,0.045715948313045374,0.05265438839842318,9.302556062126753,240,9.302556062126753
5,19,85,656,-3061.3073243127055,-3061.3105421553055,0.05381080513689085,0.05410249039323389,4.612766436359702,58,4.612766436359702
13,16,5,34,-3061.315560136,-3061.3093632541177,0.04557498184249198,0.0552813915810475,9.835048538760438,250,9.835048538760438
1,6,113,830,-3061.3035913567255,-3061.3088256690853,0.057543761116903624,0.05581897661340918,3.2621244366529143,34,3.2615280265291524
16,21,6,44,-3061.31009133,-3061.3069242581814,0.051043787842445454,0.05772038751729269,4.506677557368196,49,4.506280765326229
9,19,95,732,-3061.3055901109474,-3061.3050699093446,0.055545006895044935,0.059574736354079505,4.50814572333647,50,4.50814572333647
1,16,32,228,-3061.303821555,-3061.3030640338598,0.05731356284240974,0.061580611838962795,5.717730072134825,129,5.717730072134825
17,19,51,378,-3061.296688551569,-3061.3010909588884,0.06444656627354561,0.06355368681033724,5.465017778831653,103,5.465017778831653
