 Configuration with minimum energy:           27
 Configuration with maximum energy:           82

Temperature=      1.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
        33         2  0.289499E+00      0.0000      0.0000
        34         4  0.341428E+00      0.0000      0.0000
        35         4  0.227659E+00      0.0001      0.0000
        36         4  0.284973E+00      0.0000      0.0000
        37         4  0.368525E+00      0.0000      0.0000
        38         2  0.142054E+00      0.0011      0.0006
        39         4  0.207569E+00      0.0002      0.0000
        40         4  0.144142E+00      0.0020      0.0005
        41         2  0.347715E+00      0.0000      0.0000
        42         4  0.539761E+00      0.0000      0.0000
        43         4  0.364581E+00      0.0000      0.0000
        44         2  0.779632E+00      0.0000      0.0000
        45         4  0.464485E+00      0.0000      0.0000
        46         4  0.418935E+00      0.0000      0.0000
        47         4  0.544716E+00      0.0000      0.0000
        48         4  0.258910E+00      0.0000      0.0000
        49         2  0.762630E+00      0.0000      0.0000
        50         4  0.646428E+00      0.0000      0.0000
        51         4  0.298135E+00      0.0000      0.0000
        52         4  0.659536E+00      0.0000      0.0000
        53         4  0.312217E+00      0.0000      0.0000
        54         2  0.322938E+00      0.0000      0.0000
        55         2  0.742453E+00      0.0000      0.0000
        56         2  0.226165E+00      0.0000      0.0000
        57         2  0.464805E+00      0.0000      0.0000
        58         2  0.273105E+00      0.0000      0.0000
        59         2  0.601350E+00      0.0000      0.0000
        60         4  0.432179E+00      0.0000      0.0000
        61         4  0.621696E+00      0.0000      0.0000
        62         4  0.524985E+00      0.0000      0.0000
        63         4  0.406162E+00      0.0000      0.0000
        64         4  0.422685E+00      0.0000      0.0000
        65         4  0.243081E+00      0.0000      0.0000
        66         4  0.306268E+00      0.0000      0.0000
        67         4  0.362396E+00      0.0000      0.0000
        68         4  0.187432E+00      0.0004      0.0001
        69         4  0.173126E+00      0.0007      0.0002
        70         4  0.714409E-02      0.4076      0.1019
        71         4  0.388494E+00      0.0000      0.0000
        72         4  0.656964E+00      0.0000      0.0000
        73         4  0.501666E+00      0.0000      0.0000
        74         4  0.353108E+00      0.0000      0.0000
        75         4  0.382938E+00      0.0000      0.0000
        76         4  0.325312E+00      0.0000      0.0000
        77         4  0.983953E-01      0.0119      0.0030
        78         4  0.338846E+00      0.0000      0.0000
        79         4  0.330266E+00      0.0000      0.0000
        80         4  0.289593E+00      0.0000      0.0000
        81         4  0.467246E+00      0.0000      0.0000
        82         4  0.866856E+00      0.0000      0.0000
        83         4  0.429040E+00      0.0000      0.0000
        84         4  0.700702E+00      0.0000      0.0000
        85         4  0.407658E+00      0.0000      0.0000
        86         4  0.362897E+00      0.0000      0.0000
        87         4  0.326533E+00      0.0000      0.0000
        88         4  0.316956E+00      0.0000      0.0000
        89         4  0.194278E+00      0.0003      0.0001
        90         4  0.413146E+00      0.0000      0.0000
        91         4  0.675162E+00      0.0000      0.0000
        92         4  0.319682E+00      0.0000      0.0000
        93         4  0.303602E+00      0.0000      0.0000
        94         4  0.217368E+00      0.0001      0.0000
        95         4  0.365271E+00      0.0000      0.0000
        96         4  0.400498E+00      0.0000      0.0000
        97         4  0.268062E+00      0.0000      0.0000
        98         4  0.398050E+00      0.0000      0.0000
        99         4  0.109570E+00      0.0078      0.0019
       100         4  0.389607E+00      0.0000      0.0000
       101         4  0.592639E+00      0.0000      0.0000
       102         4  0.242916E+00      0.0000      0.0000
       103         4  0.258301E+00      0.0000      0.0000
       104         4  0.983023E-01      0.0120      0.0030
       105         4  0.335304E+00      0.0000      0.0000
       106         4  0.315536E+00      0.0000      0.0000
       107         4  0.420625E+00      0.0000      0.0000
       108         4  0.555535E-01      0.0627      0.0157
       109         4  0.301868E+00      0.0000      0.0000
       110         4  0.435420E+00      0.0000      0.0000
       111         4  0.249350E+00      0.0000      0.0000
       112         4  0.386264E+00      0.0000      0.0000
       113         4  0.158030E+00      0.0012      0.0003
       114         4  0.362577E+00      0.0000      0.0000
       115         4  0.314296E+00      0.0000      0.0000
       116         1  0.614099E+00      0.0000      0.0000
       117         4  0.701300E+00      0.0000      0.0000
       118         4  0.541862E+00      0.0000      0.0000
       119         4  0.401090E+00      0.0000      0.0000
       120         4  0.381325E+00      0.0000      0.0000
       121         2  0.582190E+00      0.0000      0.0000
       122         4  0.438996E+00      0.0000      0.0000
       123         4  0.208460E+00      0.0002      0.0000
       124         2  0.116671E+00      0.0029      0.0015
       125         2  0.491875E+00      0.0000      0.0000
       126         4  0.305413E+00      0.0000      0.0000
       127         4  0.141876E+00      0.0022      0.0006
       128         2  0.804706E-01      0.0119      0.0060
       129         2  0.702439E+00      0.0000      0.0000
       130         2  0.325279E+00      0.0000      0.0000
       131         2  0.296489E+00      0.0000      0.0000
       132         2  0.642838E+00      0.0000      0.0000
       133         2  0.749059E+00      0.0000      0.0000
       134         2  0.287013E+00      0.0000      0.0000
       135         4  0.321157E+00      0.0000      0.0000
       136         4  0.511475E+00      0.0000      0.0000
       137         4  0.182462E+00      0.0005      0.0001
       138         4  0.342868E+00      0.0000      0.0000
       139         1  0.308553E+00      0.0000      0.0000


Temperature=   1000.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1         1  0.605285E+00      0.0000      0.0000
         2         4  0.398743E+00      0.0013      0.0003
         3         4  0.403659E+00      0.0012      0.0003
         4         4  0.301927E+00      0.0039      0.0010
         5         4  0.425325E+00      0.0009      0.0002
         6         4  0.203112E+00      0.0123      0.0031
         7         4  0.399108E+00      0.0013      0.0003
         8         4  0.338233E+00      0.0026      0.0006
         9         4  0.584382E+00      0.0001      0.0000
        10         2  0.551419E+00      0.0001      0.0001
        11         4  0.317310E+00      0.0033      0.0008
        12         4  0.607178E+00      0.0001      0.0000
        13         4  0.287868E+00      0.0046      0.0011
        14         4  0.423310E+00      0.0010      0.0002
        15         4  0.371923E+00      0.0017      0.0004
        16         4  0.381574E+00      0.0015      0.0004
        17         2  0.264306E+00      0.0030      0.0015
        18         4  0.421154E+00      0.0010      0.0002
        19         4  0.166046E+00      0.0189      0.0047
        20         4  0.388978E+00      0.0014      0.0004
        21         4  0.292193E+00      0.0044      0.0011
        22         2  0.226960E+00      0.0047      0.0023
        23         4  0.446754E+00      0.0007      0.0002
        24         4  0.168217E+00      0.0184      0.0046
        25         2  0.451221E+00      0.0003      0.0002
        26         4  0.217655E+00      0.0104      0.0026
        27         2  0.000000E+00      0.0648      0.0324
        28         4  0.413195E+00      0.0011      0.0003
        29         4  0.252417E-01      0.0966      0.0242
        30         4  0.237773E+00      0.0082      0.0021
        31         4  0.195391E+00      0.0134      0.0034
        32         4  0.179669E+00      0.0161      0.0040
        33         2  0.289499E+00      0.0023      0.0011
        34         4  0.341428E+00      0.0025      0.0006
        35         4  0.227659E+00      0.0092      0.0023
        36         4  0.284973E+00      0.0047      0.0012
        37         4  0.368525E+00      0.0018      0.0004
        38         2  0.142054E+00      0.0125      0.0062
        39         4  0.207569E+00      0.0116      0.0029
        40         4  0.144142E+00      0.0243      0.0061
        41         2  0.347715E+00      0.0011      0.0006
        42         4  0.539761E+00      0.0002      0.0001
        43         4  0.364581E+00      0.0019      0.0005
        44         2  0.779632E+00      0.0000      0.0000
        45         4  0.464485E+00      0.0006      0.0001
        46         4  0.418935E+00      0.0010      0.0003
        47         4  0.544716E+00      0.0002      0.0001
        48         4  0.258910E+00      0.0064      0.0016
        49         2  0.762630E+00      0.0000      0.0000
        50         4  0.646428E+00      0.0001      0.0000
        51         4  0.298135E+00      0.0041      0.0010
        52         4  0.659536E+00      0.0001      0.0000
        53         4  0.312217E+00      0.0035      0.0009
        54         2  0.322938E+00      0.0015      0.0008
        55         2  0.742453E+00      0.0000      0.0000
        56         2  0.226165E+00      0.0047      0.0023
        57         2  0.464805E+00      0.0003      0.0001
        58         2  0.273105E+00      0.0027      0.0014
        59         2  0.601350E+00      0.0001      0.0000
        60         4  0.432179E+00      0.0009      0.0002
        61         4  0.621696E+00      0.0001      0.0000
        62         4  0.524985E+00      0.0003      0.0001
        63         4  0.406162E+00      0.0012      0.0003
        64         4  0.422685E+00      0.0010      0.0002
        65         4  0.243081E+00      0.0077      0.0019
        66         4  0.306268E+00      0.0037      0.0009
        67         4  0.362396E+00      0.0019      0.0005
        68         4  0.187432E+00      0.0147      0.0037
        69         4  0.173126E+00      0.0174      0.0043
        70         4  0.714409E-02      0.1192      0.0298
        71         4  0.388494E+00      0.0014      0.0004
        72         4  0.656964E+00      0.0001      0.0000
        73         4  0.501666E+00      0.0004      0.0001
        74         4  0.353108E+00      0.0022      0.0005
        75         4  0.382938E+00      0.0015      0.0004
        76         4  0.325312E+00      0.0030      0.0007
        77         4  0.983953E-01      0.0413      0.0103
        78         4  0.338846E+00      0.0025      0.0006
        79         4  0.330266E+00      0.0028      0.0007
        80         4  0.289593E+00      0.0045      0.0011
        81         4  0.467246E+00      0.0006      0.0001
        82         4  0.866856E+00      0.0000      0.0000
        83         4  0.429040E+00      0.0009      0.0002
        84         4  0.700702E+00      0.0000      0.0000
        85         4  0.407658E+00      0.0011      0.0003
        86         4  0.362897E+00      0.0019      0.0005
        87         4  0.326533E+00      0.0029      0.0007
        88         4  0.316956E+00      0.0033      0.0008
        89         4  0.194278E+00      0.0136      0.0034
        90         4  0.413146E+00      0.0011      0.0003
        91         4  0.675162E+00      0.0001      0.0000
        92         4  0.319682E+00      0.0032      0.0008
        93         4  0.303602E+00      0.0038      0.0010
        94         4  0.217368E+00      0.0104      0.0026
        95         4  0.365271E+00      0.0019      0.0005
        96         4  0.400498E+00      0.0012      0.0003
        97         4  0.268062E+00      0.0058      0.0014
        98         4  0.398050E+00      0.0013      0.0003
        99         4  0.109570E+00      0.0363      0.0091
       100         4  0.389607E+00      0.0014      0.0004
       101         4  0.592639E+00      0.0001      0.0000
       102         4  0.242916E+00      0.0077      0.0019
       103         4  0.258301E+00      0.0065      0.0016
       104         4  0.983023E-01      0.0414      0.0103
       105         4  0.335304E+00      0.0026      0.0007
       106         4  0.315536E+00      0.0033      0.0008
       107         4  0.420625E+00      0.0010      0.0002
       108         4  0.555535E-01      0.0680      0.0170
       109         4  0.301868E+00      0.0039      0.0010
       110         4  0.435420E+00      0.0008      0.0002
       111         4  0.249350E+00      0.0072      0.0018
       112         4  0.386264E+00      0.0015      0.0004
       113         4  0.158030E+00      0.0207      0.0052
       114         4  0.362577E+00      0.0019      0.0005
       115         4  0.314296E+00      0.0034      0.0008
       116         1  0.614099E+00      0.0000      0.0000
       117         4  0.701300E+00      0.0000      0.0000
       118         4  0.541862E+00      0.0002      0.0001
       119         4  0.401090E+00      0.0012      0.0003
       120         4  0.381325E+00      0.0016      0.0004
       121         2  0.582190E+00      0.0001      0.0000
       122         4  0.438996E+00      0.0008      0.0002
       123         4  0.208460E+00      0.0115      0.0029
       124         2  0.116671E+00      0.0167      0.0084
       125         2  0.491875E+00      0.0002      0.0001
       126         4  0.305413E+00      0.0037      0.0009
       127         4  0.141876E+00      0.0250      0.0062
       128         2  0.804706E-01      0.0255      0.0127
       129         2  0.702439E+00      0.0000      0.0000
       130         2  0.325279E+00      0.0015      0.0007
       131         2  0.296489E+00      0.0021      0.0010
       132         2  0.642838E+00      0.0000      0.0000
       133         2  0.749059E+00      0.0000      0.0000
       134         2  0.287013E+00      0.0023      0.0012
       135         4  0.321157E+00      0.0031      0.0008
       136         4  0.511475E+00      0.0003      0.0001
       137         4  0.182462E+00      0.0156      0.0039
       138         4  0.342868E+00      0.0024      0.0006
       139         1  0.308553E+00      0.0009      0.0009


 Infinite Temperature Limit
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1         1  0.605285E+00      0.0020      0.0020
         2         4  0.398743E+00      0.0081      0.0020
         3         4  0.403659E+00      0.0081      0.0020
         4         4  0.301927E+00      0.0081      0.0020
         5         4  0.425325E+00      0.0081      0.0020
         6         4  0.203112E+00      0.0081      0.0020
         7         4  0.399108E+00      0.0081      0.0020
         8         4  0.338233E+00      0.0081      0.0020
         9         4  0.584382E+00      0.0081      0.0020
        10         2  0.551419E+00      0.0040      0.0020
        11         4  0.317310E+00      0.0081      0.0020
        12         4  0.607178E+00      0.0081      0.0020
        13         4  0.287868E+00      0.0081      0.0020
        14         4  0.423310E+00      0.0081      0.0020
        15         4  0.371923E+00      0.0081      0.0020
        16         4  0.381574E+00      0.0081      0.0020
        17         2  0.264306E+00      0.0040      0.0020
        18         4  0.421154E+00      0.0081      0.0020
        19         4  0.166046E+00      0.0081      0.0020
        20         4  0.388978E+00      0.0081      0.0020
        21         4  0.292193E+00      0.0081      0.0020
        22         2  0.226960E+00      0.0040      0.0020
        23         4  0.446754E+00      0.0081      0.0020
        24         4  0.168217E+00      0.0081      0.0020
        25         2  0.451221E+00      0.0040      0.0020
        26         4  0.217655E+00      0.0081      0.0020
        27         2  0.000000E+00      0.0040      0.0020
        28         4  0.413195E+00      0.0081      0.0020
        29         4  0.252417E-01      0.0081      0.0020
        30         4  0.237773E+00      0.0081      0.0020
        31         4  0.195391E+00      0.0081      0.0020
        32         4  0.179669E+00      0.0081      0.0020
        33         2  0.289499E+00      0.0040      0.0020
        34         4  0.341428E+00      0.0081      0.0020
        35         4  0.227659E+00      0.0081      0.0020
        36         4  0.284973E+00      0.0081      0.0020
        37         4  0.368525E+00      0.0081      0.0020
        38         2  0.142054E+00      0.0040      0.0020
        39         4  0.207569E+00      0.0081      0.0020
        40         4  0.144142E+00      0.0081      0.0020
        41         2  0.347715E+00      0.0040      0.0020
        42         4  0.539761E+00      0.0081      0.0020
        43         4  0.364581E+00      0.0081      0.0020
        44         2  0.779632E+00      0.0040      0.0020
        45         4  0.464485E+00      0.0081      0.0020
        46         4  0.418935E+00      0.0081      0.0020
        47         4  0.544716E+00      0.0081      0.0020
        48         4  0.258910E+00      0.0081      0.0020
        49         2  0.762630E+00      0.0040      0.0020
        50         4  0.646428E+00      0.0081      0.0020
        51         4  0.298135E+00      0.0081      0.0020
        52         4  0.659536E+00      0.0081      0.0020
        53         4  0.312217E+00      0.0081      0.0020
        54         2  0.322938E+00      0.0040      0.0020
        55         2  0.742453E+00      0.0040      0.0020
        56         2  0.226165E+00      0.0040      0.0020
        57         2  0.464805E+00      0.0040      0.0020
        58         2  0.273105E+00      0.0040      0.0020
        59         2  0.601350E+00      0.0040      0.0020
        60         4  0.432179E+00      0.0081      0.0020
        61         4  0.621696E+00      0.0081      0.0020
        62         4  0.524985E+00      0.0081      0.0020
        63         4  0.406162E+00      0.0081      0.0020
        64         4  0.422685E+00      0.0081      0.0020
        65         4  0.243081E+00      0.0081      0.0020
        66         4  0.306268E+00      0.0081      0.0020
        67         4  0.362396E+00      0.0081      0.0020
        68         4  0.187432E+00      0.0081      0.0020
        69         4  0.173126E+00      0.0081      0.0020
        70         4  0.714409E-02      0.0081      0.0020
        71         4  0.388494E+00      0.0081      0.0020
        72         4  0.656964E+00      0.0081      0.0020
        73         4  0.501666E+00      0.0081      0.0020
        74         4  0.353108E+00      0.0081      0.0020
        75         4  0.382938E+00      0.0081      0.0020
        76         4  0.325312E+00      0.0081      0.0020
        77         4  0.983953E-01      0.0081      0.0020
        78         4  0.338846E+00      0.0081      0.0020
        79         4  0.330266E+00      0.0081      0.0020
        80         4  0.289593E+00      0.0081      0.0020
        81         4  0.467246E+00      0.0081      0.0020
        82         4  0.866856E+00      0.0081      0.0020
        83         4  0.429040E+00      0.0081      0.0020
        84         4  0.700702E+00      0.0081      0.0020
        85         4  0.407658E+00      0.0081      0.0020
        86         4  0.362897E+00      0.0081      0.0020
        87         4  0.326533E+00      0.0081      0.0020
        88         4  0.316956E+00      0.0081      0.0020
        89         4  0.194278E+00      0.0081      0.0020
        90         4  0.413146E+00      0.0081      0.0020
        91         4  0.675162E+00      0.0081      0.0020
        92         4  0.319682E+00      0.0081      0.0020
        93         4  0.303602E+00      0.0081      0.0020
        94         4  0.217368E+00      0.0081      0.0020
        95         4  0.365271E+00      0.0081      0.0020
        96         4  0.400498E+00      0.0081      0.0020
        97         4  0.268062E+00      0.0081      0.0020
        98         4  0.398050E+00      0.0081      0.0020
        99         4  0.109570E+00      0.0081      0.0020
       100         4  0.389607E+00      0.0081      0.0020
       101         4  0.592639E+00      0.0081      0.0020
       102         4  0.242916E+00      0.0081      0.0020
       103         4  0.258301E+00      0.0081      0.0020
       104         4  0.983023E-01      0.0081      0.0020
       105         4  0.335304E+00      0.0081      0.0020
       106         4  0.315536E+00      0.0081      0.0020
       107         4  0.420625E+00      0.0081      0.0020
       108         4  0.555535E-01      0.0081      0.0020
       109         4  0.301868E+00      0.0081      0.0020
       110         4  0.435420E+00      0.0081      0.0020
       111         4  0.249350E+00      0.0081      0.0020
       112         4  0.386264E+00      0.0081      0.0020
       113         4  0.158030E+00      0.0081      0.0020
       114         4  0.362577E+00      0.0081      0.0020
       115         4  0.314296E+00      0.0081      0.0020
       116         1  0.614099E+00      0.0020      0.0020
       117         4  0.701300E+00      0.0081      0.0020
       118         4  0.541862E+00      0.0081      0.0020
       119         4  0.401090E+00      0.0081      0.0020
       120         4  0.381325E+00      0.0081      0.0020
       121         2  0.582190E+00      0.0040      0.0020
       122         4  0.438996E+00      0.0081      0.0020
       123         4  0.208460E+00      0.0081      0.0020
       124         2  0.116671E+00      0.0040      0.0020
       125         2  0.491875E+00      0.0040      0.0020
       126         4  0.305413E+00      0.0081      0.0020
       127         4  0.141876E+00      0.0081      0.0020
       128         2  0.804706E-01      0.0040      0.0020
       129         2  0.702439E+00      0.0040      0.0020
       130         2  0.325279E+00      0.0040      0.0020
       131         2  0.296489E+00      0.0040      0.0020
       132         2  0.642838E+00      0.0040      0.0020
       133         2  0.749059E+00      0.0040      0.0020
       134         2  0.287013E+00      0.0040      0.0020
       135         4  0.321157E+00      0.0081      0.0020
       136         4  0.511475E+00      0.0081      0.0020
       137         4  0.182462E+00      0.0081      0.0020
       138         4  0.342868E+00      0.0081      0.0020
       139         1  0.308553E+00      0.0020      0.0020
