case_dir,case_label,mode_prefix,level,total_sites,template_mode,template_payload,source_label,fit_points,lambda_high,lambda_low,rms_residual_eV,level_directory
"/home/salvador/coding/sod/sod/examples/spbemc_zeolites/quartz","quartz","mc",5,24,"none","","calibration",8, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.2806754358296875E-002,"mc05"
