case_dir,case_label,mode_prefix,level,total_sites,template_mode,template_payload,x_order_count,x_fit_points,x_rms_residual_eV,x_max_residual_eV,x_c1,x_c2,x_c3,x_c4,y_available,y_order_count,y_fit_points,y_rms_residual_eV,y_max_residual_eV,y_c1,y_c2,y_c3,y_c4,blend_fit_points,lambda_high,lambda_low,blend_rms_residual_eV,level_directory,calibration_folder,report_file
"/home/salvador/coding/sod/sod/examples/spbemc_zeolites/quartz","quartz","mc",5,24,"none","",4,8, 1.2806754358352041E-002, 2.8902287555922612E-002, 9.9965788728476990E-001, 1.1035094107638541E+000, 5.4237705979640294E-001, 1.3566404979631685E-001,true,2,8, 9.3842413659333324E-002, 1.9388940352388317E-001, 9.8863176204294589E-001, 1.4066917001944861E+000,,,8, 0.0000000000000000E+000, 1.0000000000000000E+000, 1.2806754358296875E-002,"mc05","mc05/gulp_calib_N0005","mc05/CALIBRATION_COEFFICIENTS.txt"
