LAMMPS data file generated by SOD - configuration 00001
 
120 atoms
48 bonds
144 angles
4 atom types
1 bond types
1 angle types
 
      0.000000       10.055564  xlo xhi
      0.000000        8.708374  ylo yhi
      0.000000       11.037836  zlo zhi
     -5.027782        0.000000        0.000000  xy xz yz
 
Atoms  # full
 
82  29  4    0.0000        8.372931        0.699892        2.553418
83  30  3    0.0000        8.372931        0.699892        8.072336
84  30  4    0.0000        8.372931        0.699892        8.072336
85  31  3    0.0000        5.859040        5.054079        2.553418
86  31  4    0.0000        5.859040        5.054079        2.553418
87  32  3    0.0000        5.859040        5.054079        8.072336
88  32  4    0.0000        5.859040        5.054079        8.072336
89  33  3    0.0000        1.447441        1.107257        4.393055
90  33  4    0.0000        1.447441        1.107257        4.393055
91  34  3    0.0000        1.447441        1.107257        9.911973
92  34  4    0.0000        1.447441        1.107257        9.911973
93  35  3    0.0000       -1.066450        5.461444        4.393055
94  35  4    0.0000       -1.066450        5.461444        4.393055
95  36  3    0.0000       -1.066450        5.461444        9.911973
96  36  4    0.0000       -1.066450        5.461444        9.911973
97  37  3    0.0000        6.475223        1.107257        4.393055
98  37  4    0.0000        6.475223        1.107257        4.393055
99  38  3    0.0000        6.475223        1.107257        9.911973
100  38  4    0.0000        6.475223        1.107257        9.911973
101  39  3    0.0000        3.961332        5.461444        4.393055
102  39  4    0.0000        3.961332        5.461444        4.393055
103  40  3    0.0000        3.961332        5.461444        9.911973
104  40  4    0.0000        3.961332        5.461444        9.911973
105  41  3    0.0000        2.749083        2.547038        0.713780
106  41  4    0.0000        2.749083        2.547038        0.713780
107  42  3    0.0000        2.749083        2.547038        6.232698
108  42  4    0.0000        2.749083        2.547038        6.232698
109  43  3    0.0000        0.235192        6.901225        0.713780
110  43  4    0.0000        0.235192        6.901225        0.713780
111  44  3    0.0000        0.235192        6.901225        6.232698
112  44  4    0.0000        0.235192        6.901225        6.232698
113  45  3    0.0000        7.776865        2.547038        0.713780
114  45  4    0.0000        7.776865        2.547038        0.713780
115  46  3    0.0000        7.776865        2.547038        6.232698
116  46  4    0.0000        7.776865        2.547038        6.232698
117  47  3    0.0000        5.262974        6.901225        0.713780
118  47  4    0.0000        5.262974        6.901225        0.713780
119  48  3    0.0000        5.262974        6.901225        6.232698
120  48  4    0.0000        5.262974        6.901225        6.232698
 
Bonds
 
1  1  25  26
2  1  27  28
3  1  29  30
4  1  31  32
5  1  33  34
6  1  35  36
7  1  37  38
8  1  39  40
9  1  41  42
10  1  43  44
11  1  45  46
12  1  47  48
13  1  49  50
14  1  51  52
15  1  53  54
16  1  55  56
17  1  57  58
18  1  59  60
19  1  61  62
20  1  63  64
21  1  65  66
22  1  67  68
23  1  69  70
24  1  71  72
25  1  73  74
26  1  75  76
27  1  77  78
28  1  79  80
29  1  81  82
30  1  83  84
31  1  85  86
32  1  87  88
33  1  89  90
34  1  91  92
35  1  93  94
36  1  95  96
37  1  97  98
38  1  99  100
39  1  101  102
40  1  103  104
41  1  105  106
42  1  107  108
43  1  109  110
44  1  111  112
45  1  113  114
46  1  115  116
47  1  117  118
48  1  119  120
 
Angles
 
