#step;attempt;energy_eV;energy_low_eV;energy_high_eV
1;0;  -3043.8983648853;  -3010.4261636400;  -3109.0933106799
2;8;  -3043.8983648853;  -3010.4261636400;  -3109.0933106799
3;10;  -3045.6523215190;  -3011.4284901200;  -3112.3112429501
4;13;  -3045.9410917236;  -3012.3972630800;  -3111.2755486401
5;14;  -3046.9175408418;  -3012.0535314200;  -3114.8233588002
6;16;  -3055.3273181893;  -3013.3283159300;  -3137.1302045802
7;19;  -3056.8552081318;  -3013.2247960800;  -3141.8356469102
8;30;  -3057.3954886363;  -3013.4628279700;  -3142.9646273302
9;42;  -3057.0784365450;  -3013.3879926900;  -3142.1758013101
10;54;  -3057.1461063773;  -3013.4767529800;  -3142.2023925401
11;59;  -3058.0779767318;  -3012.7796071400;  -3146.3071531901
12;63;  -3059.4987636207;  -3011.6230211200;  -3152.7479770302
13;65;  -3062.1807800349;  -3011.9901254000;  -3159.9388266100
14;141;  -3039.3365955709;  -3013.2003824400;  -3090.2429875902
15;144;  -3046.8772479505;  -3013.1378759600;  -3112.5925713003
16;146;  -3048.3512520945;  -3013.4295992600;  -3116.3693440902
17;150;  -3049.4736273581;  -3012.8563917300;  -3120.7942636801
18;159;  -3026.4407932803;  -3011.6198108200;  -3055.3081253400
19;160;  -3027.5172106454;  -3011.6913388400;  -3058.3417998900
20;161;  -3027.3282887066;  -3011.9702090700;  -3057.2417432200
21;162;  -3027.2859325039;  -3012.3337082000;  -3056.4088887700
22;163;  -3036.9832050605;  -3012.7942988000;  -3084.0967612000
23;164;  -3037.7822682926;  -3012.2056841300;  -3087.5986519199
24;167;  -3043.8170890787;  -3013.0035330200;  -3103.8337011400
25;168;  -3044.9967209174;  -3013.0436249500;  -3107.2328536502
26;169;  -3045.2261560701;  -3012.7976457300;  -3108.3882695603
27;173;  -3047.8949458002;  -3012.6290951900;  -3116.5834435204
28;174;  -3053.7626258117;  -3013.4875690200;  -3132.2077249304
29;177;  -3055.6443057359;  -3013.3158628700;  -3138.0888548105
30;185;  -3063.7211955890;  -3013.2480790600;  -3162.0294028107
31;192;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
32;210;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
33;220;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
34;222;  -3063.7211955890;  -3013.2480790600;  -3162.0294028107
35;232;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
36;253;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
37;296;  -3063.7211955890;  -3013.2480790600;  -3162.0294028107
38;297;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
39;300;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
40;302;  -3063.7515895977;  -3013.7960765800;  -3161.0516428406
41;316;  -3038.5417508972;  -3011.3228812900;  -3091.5568697903
42;321;  -3044.4735347872;  -3011.8879078200;  -3107.9416696803
43;323;  -3045.2784554504;  -3012.4557114400;  -3109.2084312803
44;324;  -3054.7828875717;  -3013.6920411000;  -3134.8169280204
45;329;  -3056.1569813455;  -3013.2960619000;  -3139.6386531804
46;335;  -3058.2497598240;  -3012.9138844400;  -3146.5519875905
47;351;  -3059.8264165889;  -3012.8890872900;  -3151.2478506606
48;352;  -3032.3587477110;  -3012.0714518400;  -3071.8730044800
49;357;  -3036.1651971769;  -3012.4451997700;  -3082.3654435799
50;359;  -3039.5306828099;  -3012.2721254500;  -3092.6231028899
51;363;  -3050.3404339368;  -3012.2453831500;  -3124.5394611499
52;376;  -3051.9196957242;  -3010.6936251400;  -3132.2171167800
53;378;  -3052.0827828950;  -3012.1454363500;  -3129.8701122700
54;383;  -3055.9252127724;  -3012.7740579400;  -3139.9721859502
55;387;  -3058.1232494424;  -3012.6027170500;  -3146.7851399500
56;389;  -3058.7142870251;  -3012.8381073200;  -3148.0688839102
57;399;  -3060.6847993597;  -3012.5499400800;  -3154.4387033401
58;497;  -3028.5411081526;  -3011.6517703200;  -3061.4370463800
59;499;  -3035.5378235581;  -3012.0735858600;  -3081.2399180700
60;501;  -3038.5201732083;  -3012.4619513300;  -3089.2746590101
61;502;  -3039.5001702277;  -3011.9001152000;  -3093.2577369401
62;504;  -3042.6328949290;  -3012.1295843800;  -3102.0452312501
63;509;  -3047.9764405401;  -3012.6336075100;  -3116.8148795401
64;511;  -3051.4025455916;  -3012.6954734300;  -3126.7936276702
65;514;  -3054.3222545376;  -3012.7937879000;  -3135.2086626804
66;527;  -3055.4711797961;  -3012.9595033100;  -3138.2726192304
67;530;  -3055.8298646747;  -3013.5423179000;  -3138.1947590404
68;540;  -3025.7648115205;  -3011.3754581700;  -3053.7914448700
69;542;  -3028.0937048709;  -3011.1349127500;  -3061.1249215801
70;544;  -3030.4592287546;  -3011.5241577500;  -3067.3397111200
71;545;  -3040.5165930087;  -3011.9358269400;  -3096.1843240000
72;547;  -3048.3389840778;  -3012.9855637900;  -3117.1980442401
73;560;  -3050.1300052505;  -3013.5684267400;  -3121.3422363102
74;565;  -3051.0437120159;  -3013.7679220600;  -3123.6470370202
75;569;  -3051.1052286905;  -3013.6862628700;  -3123.9874222002
76;572;  -3051.1861843534;  -3013.3151000000;  -3124.9489845202
77;580;  -3051.9292782653;  -3013.0249528400;  -3127.7045572403
78;581;  -3053.7967876363;  -3012.8218237800;  -3133.6051195703
79;583;  -3054.8049488825;  -3012.7574581000;  -3136.7022780205
80;586;  -3055.8487799391;  -3012.7557317600;  -3139.7825768103
