#step;attempt;energy_eV;energy_low_eV;energy_high_eV
1;0;  -2974.9624334215;  -2970.8772366800;  -2975.2462869900
2;2;  -2978.4415502099;  -2970.7218701900;  -2978.9779402200
3;3;  -2978.8234549206;  -2970.3648958100;  -2979.4111848000
4;4;  -2983.7429781692;  -2970.9498434700;  -2984.6318893200
5;5;  -2984.1104144408;  -2970.6182798000;  -2985.0478945200
6;6;  -2984.7899205661;  -2968.9340833200;  -2985.8916388600
7;9;  -2984.7397193689;  -2970.8455283900;  -2985.7051357100
8;13;  -2986.5965406674;  -2974.0209098200;  -2987.4703389000
9;16;  -2987.0469018029;  -2975.8119004700;  -2987.8275484700
10;20;  -2987.0811510345;  -2973.7614231100;  -2988.0066517000
11;22;  -2986.8234545831;  -2972.8942964900;  -2987.7913005600
12;33;  -2988.4356459623;  -2975.4894701200;  -2989.3351909400
13;35;  -2988.4058681367;  -2976.0066608700;  -2989.2674078500
14;42;  -2989.9286257976;  -2976.0325307500;  -2990.8941744400
15;43;  -2990.6679946890;  -2973.9348688800;  -2991.8306700200
16;51;  -2991.7162482771;  -2973.2514178700;  -2992.9992484200
17;64;  -2992.0926053029;  -2972.7156242600;  -2993.4389848200
18;68;  -2994.6362647243;  -2973.2036038600;  -2996.1254799700
19;73;  -2995.8184066311;  -2974.2773050800;  -2997.3151567100
20;88;  -2996.0822540454;  -2975.6236785200;  -2997.5037864800
21;108;  -3000.0281964027;  -2975.7875575500;  -3001.7125196500
22;110;  -3000.0883604181;  -2978.4430907100;  -3001.5923484600
23;113;  -3000.2180261716;  -2978.8737733700;  -3001.7010985201
24;167;  -3006.4042048434;  -2978.9357595800;  -3008.3128072201
25;412;  -2989.0843842912;  -2971.9100796500;  -2990.2777142500
26;414;  -2990.3146984232;  -2970.6752181900;  -2991.6793172900
27;415;  -2991.4975963031;  -2971.9956691100;  -2992.8526575100
28;417;  -2999.5931429059;  -2972.9422227000;  -3001.4449408200
29;444;  -3000.0281964027;  -2975.7875575500;  -3001.7125196500
30;449;  -3000.0281964027;  -2975.7875575500;  -3001.7125196500
31;483;  -2985.1487476909;  -2970.9795278000;  -2986.1332739900
32;484;  -2987.9732489307;  -2970.5013691100;  -2989.1872554400
33;487;  -2993.7267872288;  -2970.2283797300;  -2995.3595376800
34;491;  -2994.4227384653;  -2971.4373922200;  -2996.0198396500
35;510;  -2994.3937246234;  -2972.7764399300;  -2995.8957681700
36;511;  -2995.6798386054;  -2971.4512140200;  -2997.3633270600
37;530;  -2995.8184066311;  -2974.2773050800;  -2997.3151567100
38;533;  -2996.6903314937;  -2974.6986639900;  -2998.2183884500
39;558;  -2999.5931429059;  -2972.9422227000;  -3001.4449408200
40;577;  -2999.2410201256;  -2973.2575362500;  -3001.0464422600
41;587;  -2999.3279674804;  -2975.5648696400;  -3000.9791095301
42;603;  -3000.5606550223;  -2978.5148557600;  -3002.0924732401
43;633;  -2980.9244978635;  -2973.1050735700;  -2981.4678184500
44;636;  -2983.7014414209;  -2973.0290186200;  -2984.4429981900
45;637;  -2986.2232657258;  -2972.6578941500;  -2987.1658345600
46;638;  -2987.6212385917;  -2973.2982410900;  -2988.6164498900
47;642;  -2987.7014182856;  -2974.0011987700;  -2988.6533568200
48;643;  -2989.0953847833;  -2975.6768248200;  -2990.0277526400
49;645;  -2989.0975118439;  -2975.9720120300;  -2990.0095168700
50;646;  -2989.9328969242;  -2975.7031655500;  -2990.9216277700
51;649;  -2994.3627079223;  -2975.4529693500;  -2995.6766218201
52;661;  -2994.2921503748;  -2977.9642651700;  -2995.4266681901
