#step;attempt;energy_eV;energy_low_eV;energy_high_eV
1;0;  -3027.1051240418;  -3018.1106961700;  -3061.2269962900
2;1;  -3031.7441167630;  -3018.2614568500;  -3082.8928508100
3;3;  -3034.9848274988;  -3018.0804889400;  -3099.1142739702
4;8;  -3039.5370238053;  -3019.0401989900;  -3117.2951700501
5;11;  -3040.6811565957;  -3019.1878891200;  -3122.2194753701
6;13;  -3045.8067276388;  -3019.4361760200;  -3145.8478426803
7;14;  -3048.2951715388;  -3019.1185317500;  -3158.9816531805
8;17;  -3051.5800524786;  -3020.2737398100;  -3170.3458057505
9;29;  -3051.9843493555;  -3019.8352561400;  -3173.9473321305
10;35;  -3053.6634692768;  -3020.1288482200;  -3180.8826845403
11;52;  -3054.2156944507;  -3020.5668369800;  -3181.8682847301
12;59;  -3054.3809865822;  -3020.7241963800;  -3182.0636710101
13;63;  -3041.4864936911;  -3018.7795373600;  -3127.6291449101
14;66;  -3045.5273118103;  -3019.4632226900;  -3144.4058099101
15;68;  -3046.2896474960;  -3018.9179147200;  -3150.1289113501
16;73;  -3048.8247651639;  -3018.9035665700;  -3162.3358556401
17;77;  -3053.4899682395;  -3020.1187066200;  -3180.0894520503
18;98;  -3054.3064833410;  -3020.1571421900;  -3183.8577424903
19;113;  -3054.4470496048;  -3020.1948374100;  -3184.3885673303
20;131;  -3054.7316326880;  -3019.8473544100;  -3187.0709992202
21;149;  -3055.7375909509;  -3018.8630087200;  -3195.6275096902
22;173;  -3026.4997537636;  -3018.3980437300;  -3057.2349510102
23;174;  -3031.3372302632;  -3019.0771162500;  -3077.8480311803
24;176;  -3036.1180021544;  -3018.9441347800;  -3101.2699514401
25;177;  -3040.1888524838;  -3019.8728245800;  -3117.2611152900
26;179;  -3039.8756724133;  -3019.7667738000;  -3116.1621554800
27;181;  -3038.5389400122;  -3019.3267354200;  -3111.4236637598
28;182;  -3040.9086163127;  -3018.9994496000;  -3124.0247186698
29;188;  -3041.7216871521;  -3018.6604000900;  -3129.2085514898
30;190;  -3043.9441474225;  -3019.4621825100;  -3136.8205917098
