#step;attempt;energy_eV;energy_low_eV;energy_high_eV
1;0;  -2970.0057641337;  -2963.6037478501;  -2970.2341496200
2;1;  -2970.0370120150;  -2964.3700615001;  -2970.2391747700
3;2;  -2970.3321644385;  -2964.7280031801;  -2970.5320872500
4;6;  -2971.9529430428;  -2963.6099847900;  -2972.2505696800
5;9;  -2972.9896654985;  -2963.9767683900;  -2973.3111915300
6;13;  -2974.9793405920;  -2965.4153460400;  -2975.3205264700
7;14;  -2974.7969007315;  -2964.5404358900;  -2975.1627897900
8;15;  -2975.2118178170;  -2963.4390336801;  -2975.6318000400
9;17;  -2975.2548516623;  -2961.7157605100;  -2975.7378451100
10;20;  -2977.9740817428;  -2961.9774580500;  -2978.5447451900
11;92;  -2978.5388029170;  -2961.0636896901;  -2979.1622099900
12;120;  -2978.5388029170;  -2961.0636896901;  -2979.1622099900
13;129;  -2978.3608529613;  -2959.7767692500;  -2979.0238214400
14;137;  -2978.5388029170;  -2961.0636896901;  -2979.1622099900
15;143;  -2978.5388029170;  -2961.0636896901;  -2979.1622099900
16;155;  -2978.3608529613;  -2959.7767692500;  -2979.0238214400
17;174;  -2978.5388029170;  -2961.0636896901;  -2979.1622099900
18;192;  -2970.6127809694;  -2964.1807738100;  -2970.8422363500
19;193;  -2972.9159498594;  -2961.3690777000;  -2973.3278729000
20;198;  -2973.0483188525;  -2962.9583596500;  -2973.4082679900
21;201;  -2973.6959198987;  -2962.3322450400;  -2974.1013075600
22;207;  -2976.0349222129;  -2960.5572707000;  -2976.5870718500
23;226;  -2976.5157766069;  -2961.4260697200;  -2977.0540867100
24;230;  -2976.1438672839;  -2962.0022097700;  -2976.6483566800
25;237;  -2976.5903593053;  -2961.7494190300;  -2977.1197949100
26;240;  -2977.3660170753;  -2960.9180638300;  -2977.9527812500
27;274;  -2977.3541209371;  -2964.6093320800;  -2977.8087784500
28;278;  -2978.1033417837;  -2968.0659315400;  -2978.4614162900
29;281;  -2979.4005177845;  -2970.2094375400;  -2979.7284003200
30;285;  -2980.3264899665;  -2970.4764339300;  -2980.6778808000
31;286;  -2980.7210680256;  -2970.8312903100;  -2981.0738758900
32;293;  -2982.8441869914;  -2971.4927202600;  -2983.2491391400
33;295;  -2982.8441869914;  -2971.4927202600;  -2983.2491391400
34;300;  -2973.8254952386;  -2964.9724633300;  -2974.1413182400
35;305;  -2974.1194836573;  -2966.4380284300;  -2974.3935118400
36;308;  -2974.2168284199;  -2966.9161400000;  -2974.4772731300
37;309;  -2976.1668040059;  -2967.1878520000;  -2976.4871190800
38;315;  -2976.7456335818;  -2969.1625493000;  -2977.0161524800
39;317;  -2977.8153896483;  -2968.9259443700;  -2978.1325116600
40;325;  -2979.7700366818;  -2968.8638133600;  -2980.1591052200
41;330;  -2980.0281625128;  -2969.5720332100;  -2980.4011744000
42;336;  -2974.5226583594;  -2965.7633774000;  -2974.8351368900
43;337;  -2979.2889435863;  -2968.4787228200;  -2979.6745873300
