#step;attempt;energy_eV;energy_low_eV;energy_high_eV
307;3019;  -3017.5076820574;  -2991.5722304000;  -3024.3441928900
308;3021;  -3021.2504569864;  -2991.1163663800;  -3029.1937170300
309;3027;  -3022.4927686265;  -2990.4158804100;  -3030.9481445600
310;3029;  -3023.2243031842;  -2990.2224458500;  -3031.9234983300
311;3033;  -3028.2304638700;  -2989.0972352100;  -3038.5458709500
312;3064;  -3028.8341808394;  -2991.2039465300;  -3038.7534029100
313;3094;  -3030.2589643801;  -2992.4315099500;  -3040.2301731101
314;3109;  -3029.6227624686;  -2990.8162493000;  -3039.8520482801
315;3112;  -3032.2093259012;  -2992.5540150600;  -3042.6623523501
316;3212;  -2995.3713976540;  -2987.7413004900;  -2997.3826694300
317;3213;  -2998.4016247315;  -2988.4829847300;  -3001.0161498499
318;3215;  -3001.4968990712;  -2988.8862712300;  -3004.8210244800
319;3216;  -3005.4587578552;  -2988.6287544400;  -3009.8950985899
320;3217;  -2993.8586178637;  -2988.2313897500;  -2995.3419390900
321;3219;  -2998.2399538898;  -2988.6099654600;  -3000.7783912800
322;3220;  -3000.1049125067;  -2987.9810455100;  -3003.3007291499
323;3221;  -3004.8767148634;  -2988.8840575200;  -3009.0923335699
324;3224;  -3009.3565215744;  -2988.8711919000;  -3014.7563958499
325;3226;  -3009.9114593160;  -2987.6419225300;  -3015.7816454800
326;3227;  -3013.4761580539;  -2988.1942726600;  -3020.1403906900
327;3235;  -3016.5369594365;  -2986.6585612500;  -3024.4128196900
328;3236;  -3017.1293191830;  -2988.1359374200;  -3024.7718916400
329;3238;  -3017.0790547944;  -2987.3009425900;  -3024.9284799500
330;3241;  -3017.3398636909;  -2988.3228517700;  -3024.9886649899
331;3254;  -3018.9879421951;  -2989.4217239100;  -3026.7815127199
332;3282;  -3020.7689937171;  -2988.4993464300;  -3029.2751803900
333;3287;  -3021.4846482634;  -2988.2315287900;  -3030.2500753900
334;3290;  -3022.3048945893;  -2988.4069811500;  -3031.2402875600
335;3296;  -3023.4573244798;  -2989.5504915600;  -3032.3950686000
336;3305;  -3024.1679357404;  -2991.5656479800;  -3032.7618054900
337;3311;  -3026.1279262290;  -2991.6032726000;  -3035.2285261201
338;3328;  -3004.5432034515;  -2987.3475387300;  -3009.0759314600
339;3329;  -3014.7677699298;  -2988.5223567600;  -3021.6859857300
340;3335;  -3015.8240491538;  -2989.6719815500;  -3022.7176593300
341;3336;  -3019.1135171793;  -2989.9011491100;  -3026.8138138000
342;3345;  -3022.0054406273;  -2991.5538185800;  -3030.0324010500
343;3346;  -3022.6567190422;  -2991.7779673000;  -3030.7962696300
344;3348;  -3022.8797889854;  -2992.2202954400;  -3030.9615437400
345;3351;  -3025.2588585085;  -2992.8884796700;  -3033.7915977301
346;3352;  -3025.1547399577;  -2992.1776683000;  -3033.8474016701
347;3353;  -3029.6082261467;  -2992.8338825300;  -3039.3018378801
348;3355;  -3010.4247907696;  -2991.0239110900;  -3015.5388071301
349;3357;  -3016.5553520701;  -2990.5477922800;  -3023.4108704001
350;3358;  -3016.8047633545;  -2990.5505743100;  -3023.7252924501
351;3360;  -3019.5330142697;  -2989.9883566300;  -3027.3209014701
352;3364;  -3024.7763236149;  -2992.2481867900;  -3033.3506473901
353;3372;  -3028.5814160785;  -2992.3284875000;  -3038.1375843001
354;3373;  -3032.0585825933;  -2992.7624513800;  -3042.4169303201
355;3381;  -3032.3534123091;  -2992.6180507800;  -3042.8275398901
356;3406;  -3033.0131641484;  -2992.7691401900;  -3043.6213736901
357;3409;  -3039.7642182230;  -2992.6652102600;  -3052.1793819301
358;3430;  -3007.8442946313;  -2990.1735122700;  -3012.5022622900
359;3433;  -3009.0960131956;  -2989.7735380700;  -3014.1893623400
360;3435;  -3011.4128831882;  -2989.8094788700;  -3017.1074787400
361;3437;  -3011.8997525895;  -2989.9569538100;  -3017.6838115500
362;3444;  -3013.6854247859;  -2989.3694952200;  -3020.0950342301
363;3446;  -3020.7020809884;  -2991.4995858600;  -3028.3997751301
364;3453;  -3026.2523063501;  -2990.7011211700;  -3035.6234970201
365;3480;  -3032.1089239057;  -2989.7798568900;  -3043.2667448302
366;3485;  -3035.0999837919;  -2991.9468200300;  -3046.4750342602
367;3493;  -3035.0999837919;  -2991.9468200300;  -3046.4750342602
368;3506;  -3042.8288440010;  -2992.8092780700;  -3056.0138584302
369;3508;  -3042.5678136598;  -2993.0579532200;  -3055.6184711802
370;3511;  -3002.7866968783;  -2987.1189760100;  -3006.9166632600
371;3513;  -3006.7563322798;  -2987.2561104000;  -3011.8965349600
372;3516;  -3008.2338062749;  -2988.6709084300;  -3013.3905301600
373;3517;  -3009.8465880125;  -2987.5476219100;  -3015.7245316601
374;3519;  -3011.5369814159;  -2986.7527421000;  -3018.0700359700
375;3522;  -3014.7874753406;  -2987.1548190400;  -3022.0713644600
376;3529;  -3015.1003636372;  -2986.4447481900;  -3022.6539018600
377;3541;  -3016.0078771770;  -2986.6738638100;  -3023.7402391500
378;3547;  -3017.5174597837;  -2986.8444695000;  -3025.6027722400
379;3575;  -3017.8563726154;  -2987.9722893100;  -3025.7337314499
380;3583;  -3019.6622509297;  -2988.0919909500;  -3027.9840811100
381;3587;  -3021.6324902450;  -2988.5066469700;  -3030.3643677300
382;3588;  -3022.3452249450;  -2989.6309984300;  -3030.9686014300
383;3602;  -3023.6528656699;  -2988.5581927300;  -3032.9037210200
384;3605;  -3023.6252296996;  -2987.5891749900;  -3033.1242305901
385;3610;  -3027.9607569837;  -2988.8254011900;  -3038.2767247701
386;3624;  -3028.7144802087;  -2991.0398789500;  -3038.6453972801
387;3627;  -3035.7495948244;  -2993.3427335600;  -3046.9279220901
388;3648;  -3037.7029372062;  -2992.8674155900;  -3049.5214523902
389;3651;  -3038.8695100021;  -2992.9237337900;  -3050.9806851201
390;3655;  -3038.8695100021;  -2992.9237337900;  -3050.9806851201
391;3656;  -3039.4277895125;  -2992.7187701900;  -3051.7401533301
392;3722;  -3041.2472894086;  -2992.1065199600;  -3054.2006556001
393;3785;  -3040.8472242598;  -2992.4239167400;  -3053.6114695401
394;3788;  -3041.2472894086;  -2992.1065199600;  -3054.2006556001
395;3918;  -3040.8472242598;  -2992.4239167400;  -3053.6114695401
396;3988;  -3002.6333833999;  -2989.5557994601;  -3006.0805970999
397;3995;  -3006.3250365273;  -2989.3110867001;  -3010.8098650099
398;4001;  -3008.8343579110;  -2989.3726280700;  -3013.9644141999
399;4002;  -3010.7644395496;  -2989.7907575900;  -3016.2930420899
400;4006;  -3014.3071507271;  -2989.2087957900;  -3020.9230052599
