case_dir,case_label,mode_prefix,level,total_sites,template_mode,template_payload,x_order_count,x_fit_points,x_rms_residual_eV,x_max_residual_eV,x_c1,x_c2,x_c3,x_c4,y_available,y_order_count,y_fit_points,y_rms_residual_eV,y_max_residual_eV,y_c1,y_c2,y_c3,y_c4,blend_fit_points,lambda_high,lambda_low,blend_rms_residual_eV,level_directory,calibration_folder,report_file
"/home/salvador/coding/sod/sod/examples/spbemc_zeolites/quartz_ase_mace","quartz_ase_mace","x",4,24,"none","",3,8, 2.5027833914972016E-003, 3.5088776152418788E-003, 1.0004272098375673E+000, 9.6750043425057386E-001, 6.7955405943913194E-001,,true,3,8, 1.0752813305792903E-002, 2.0879499107479660E-002, 9.9452751694878616E-001, 8.9560141055203113E-001, 3.1381839891276131E-002,,8, 0.0000000000000000E+000, 1.0000000000000000E+000, 2.5027833914804038E-003,"x04","x04/ase_calib_N0004","x04/CALIBRATION_COEFFICIENTS.txt"
