 Configuration with minimum energy:           38
 Configuration with maximum energy:          235

Temperature=      1.0000
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
        79         8  0.126943E+00      0.0045      0.0006
        80         8  0.124687E+00      0.0046      0.0006
        81         8  0.178429E+00      0.0025      0.0003
        82         8  0.710229E-01      0.0086      0.0011
        83         8  0.831817E-01      0.0075      0.0009
        84         8  0.156013E+00      0.0032      0.0004
        85         8  0.110262E+00      0.0055      0.0007
        86         8  0.151663E+00      0.0034      0.0004
        87         8  0.130879E+00      0.0043      0.0005
        88         8  0.146587E+00      0.0036      0.0004
        89         8  0.180156E+00      0.0024      0.0003
        90         8  0.123201E+00      0.0047      0.0006
        91         8  0.236422E+00      0.0013      0.0002
        92         8  0.205853E+00      0.0018      0.0002
        93         8  0.110802E+00      0.0054      0.0007
        94         8  0.771284E-01      0.0080      0.0010
        95         8  0.137554E+00      0.0040      0.0005
        96         8  0.181227E+00      0.0024      0.0003
        97         8  0.844047E-01      0.0074      0.0009
        98         8  0.158353E+00      0.0031      0.0004
        99         8  0.373817E+00      0.0003      0.0000
       100         8  0.616023E-01      0.0096      0.0012
       101         8  0.112269E+00      0.0053      0.0007
       102         8  0.159022E+00      0.0031      0.0004
       103         8  0.124668E+00      0.0046      0.0006
       104         8  0.648167E-01      0.0093      0.0012
       105         8  0.186555E+00      0.0023      0.0003
       106         8  0.364944E-01      0.0129      0.0016
       107         8  0.256695E+00      0.0010      0.0001
       108         8  0.178496E+00      0.0025      0.0003
       109         8  0.109149E+00      0.0055      0.0007
       110         8  0.141869E+00      0.0038      0.0005
       111         8  0.135930E+00      0.0041      0.0005
       112         8  0.105197E+00      0.0058      0.0007
       113         8  0.112350E+00      0.0053      0.0007
       114         8  0.139568E+00      0.0039      0.0005
       115         8  0.128262E+00      0.0044      0.0006
       116         8  0.290346E+00      0.0007      0.0001
       117         8  0.108353E+00      0.0056      0.0007
       118         8  0.242297E+00      0.0012      0.0001
       119         8  0.198135E+00      0.0020      0.0002
       120         8  0.168311E+00      0.0028      0.0003
       121         8  0.850594E-01      0.0073      0.0009
       122         8  0.170658E+00      0.0027      0.0003
       123         8  0.128128E+00      0.0044      0.0006
       124         8  0.151681E+00      0.0034      0.0004
       125         8  0.224844E+00      0.0014      0.0002
       126         8  0.254543E+00      0.0010      0.0001
       127         8  0.117052E+00      0.0051      0.0006
       128         8  0.159402E+00      0.0031      0.0004
       129         8  0.243488E+00      0.0012      0.0001
       130         8  0.840874E-01      0.0074      0.0009
       131         8  0.134534E+00      0.0041      0.0005
       132         8  0.159257E+00      0.0031      0.0004
       133         8  0.103914E+00      0.0059      0.0007
       134         8  0.237873E+00      0.0012      0.0002
       135         8  0.125546E+00      0.0046      0.0006
       136         8  0.194450E-01      0.0157      0.0020
       137         8  0.249157E+00      0.0011      0.0001
       138         8  0.119233E+00      0.0049      0.0006
       139         8  0.150145E+00      0.0034      0.0004
       140         8  0.119148E+00      0.0049      0.0006
       141         8  0.202021E+00      0.0019      0.0002
       142         8  0.144967E+00      0.0037      0.0005
       143         8  0.127318E+00      0.0045      0.0006
       144         8  0.101373E+00      0.0061      0.0008
       145         8  0.143679E+00      0.0037      0.0005
       146         8  0.876057E-01      0.0071      0.0009
       147         8  0.783313E-01      0.0079      0.0010
       148         8  0.111684E+00      0.0054      0.0007
       149         8  0.301246E+00      0.0006      0.0001
       150         8  0.140996E+00      0.0038      0.0005
       151         8  0.167633E+00      0.0028      0.0004
       152         8  0.206197E+00      0.0018      0.0002
       153         8  0.174316E+00      0.0026      0.0003
       154         8  0.227734E+00      0.0014      0.0002
       155         8  0.192367E+00      0.0021      0.0003
       156         8  0.157125E+00      0.0032      0.0004
       157         8  0.129450E+00      0.0044      0.0005
       158         8  0.138004E+00      0.0040      0.0005
       159         8  0.174143E+00      0.0026      0.0003
       160         8  0.995686E-01      0.0062      0.0008
       161         8  0.154606E+00      0.0033      0.0004
       162         8  0.423447E+00      0.0001      0.0000
       163         8  0.211654E+00      0.0017      0.0002
       164         8  0.255584E+00      0.0010      0.0001
       165         8  0.271955E+00      0.0008      0.0001
       166         8  0.259483E+00      0.0010      0.0001
       167         8  0.236977E+00      0.0013      0.0002
       168         8  0.393881E+00      0.0002      0.0000
       169         8  0.307110E+00      0.0006      0.0001
       170         8  0.168796E+00      0.0028      0.0003
       171         8  0.269730E+00      0.0009      0.0001
       172         8  0.261938E+00      0.0009      0.0001
       173         8  0.205339E+00      0.0018      0.0002
       174         8  0.248357E+00      0.0011      0.0001
       175         8  0.408643E+00      0.0002      0.0000
       176         8  0.234311E+00      0.0013      0.0002
       177         8  0.165078E+00      0.0029      0.0004
       178         8  0.129347E+00      0.0044      0.0005
       179         8  0.183175E+00      0.0023      0.0003
       180         8  0.130166E+00      0.0043      0.0005
       181         8  0.126618E+00      0.0045      0.0006
       182         8  0.230225E+00      0.0014      0.0002
       183         8  0.224439E+00      0.0015      0.0002
       184         8  0.160982E+00      0.0030      0.0004
       185         8  0.902185E-01      0.0069      0.0009
       186         8  0.108468E+00      0.0056      0.0007
       187         8  0.136465E+00      0.0040      0.0005
       188         8  0.237038E+00      0.0013      0.0002
       189         8  0.131602E+00      0.0043      0.0005
       190         8  0.285804E+00      0.0007      0.0001
       191         8  0.332771E+00      0.0004      0.0001
       192         8  0.292728E+00      0.0007      0.0001
       193         8  0.252496E+00      0.0011      0.0001
       194         8  0.293648E+00      0.0007      0.0001
       195         8  0.282052E+00      0.0007      0.0001
       196         8  0.297185E+00      0.0006      0.0001
       197         8  0.294767E+00      0.0006      0.0001
       198         8  0.439821E+00      0.0001      0.0000
       199         8  0.300085E+00      0.0006      0.0001
       200         8  0.177142E+00      0.0025      0.0003
       201         8  0.182439E+00      0.0024      0.0003
       202         8  0.145705E+00      0.0036      0.0005
       203         8  0.164823E+00      0.0029      0.0004
       204         8  0.130502E+00      0.0043      0.0005
       205         8  0.272665E+00      0.0008      0.0001
       206         8  0.189819E+00      0.0022      0.0003
       207         8  0.175495E+00      0.0026      0.0003
       208         8  0.343583E+00      0.0004      0.0000
       209         8  0.207373E+00      0.0018      0.0002
       210         8  0.148602E+00      0.0035      0.0004
       211         8  0.177472E+00      0.0025      0.0003
       212         8  0.183638E+00      0.0023      0.0003
       213         8  0.329963E+00      0.0004      0.0001
       214         8  0.188742E+00      0.0022      0.0003
       215         8  0.330095E+00      0.0004      0.0001
       216         8  0.255740E+00      0.0010      0.0001
       217         8  0.126085E+00      0.0046      0.0006
       218         8  0.202818E+00      0.0019      0.0002
       219         8  0.178403E+00      0.0025      0.0003
       220         8  0.148823E+00      0.0035      0.0004
       221         8  0.175501E+00      0.0026      0.0003
       222         8  0.317040E+00      0.0005      0.0001
       223         8  0.167885E+00      0.0028      0.0004
       224         8  0.172262E+00      0.0027      0.0003
       225         8  0.296081E+00      0.0006      0.0001
       226         8  0.250082E+00      0.0011      0.0001
       227         8  0.153657E+00      0.0033      0.0004
       228         8  0.155363E+00      0.0032      0.0004
       229         8  0.216329E+00      0.0016      0.0002
       230         8  0.295007E+00      0.0006      0.0001
       231         8  0.207165E+00      0.0018      0.0002
       232         8  0.334306E+00      0.0004      0.0001
       233         8  0.279312E+00      0.0008      0.0001
       234         8  0.306384E+00      0.0006      0.0001
       235         8  0.468837E+00      0.0001      0.0000
       236         8  0.232215E+00      0.0013      0.0002
       237         8  0.281141E+00      0.0008      0.0001
       238         8  0.305699E+00      0.0006      0.0001
       239         8  0.244640E+00      0.0012      0.0001
       240         8  0.267204E+00      0.0009      0.0001
       241         8  0.317875E+00      0.0005      0.0001
       242         8  0.366626E+00      0.0003      0.0000
       243         8  0.160308E+00      0.0031      0.0004
       244         8  0.114389E+00      0.0052      0.0007
       245         8  0.163779E+00      0.0029      0.0004
       246         8  0.236132E+00      0.0013      0.0002
       247         8  0.124845E+00      0.0046      0.0006
       248         8  0.175154E+00      0.0026      0.0003
       249         8  0.272135E+00      0.0008      0.0001
       250         8  0.174154E+00      0.0026      0.0003
       251         8  0.201275E+00      0.0019      0.0002
       252         8  0.195317E+00      0.0020      0.0003
       253         8  0.404828E+00      0.0002      0.0000


 Infinite Temperature Limit
         m  omega(m)   Erel(m)/eV       p(m)      p(m)/omega(m)
         1         8  0.148417E+00      0.0040      0.0005
         2         8  0.481465E-01      0.0040      0.0005
         3         8  0.472006E-01      0.0040      0.0005
         4         8  0.162342E+00      0.0040      0.0005
         5         8  0.128722E+00      0.0040      0.0005
         6         8  0.556454E-02      0.0040      0.0005
         7         8  0.579530E-01      0.0040      0.0005
         8         8  0.253056E+00      0.0040      0.0005
         9         8  0.112235E+00      0.0040      0.0005
        10         8  0.232223E+00      0.0040      0.0005
        11         8  0.264140E+00      0.0040      0.0005
        12         8  0.917766E-01      0.0040      0.0005
        13         8  0.875877E-01      0.0040      0.0005
        14         8  0.166819E+00      0.0040      0.0005
        15         8  0.130035E+00      0.0040      0.0005
        16         8  0.107218E+00      0.0040      0.0005
        17         8  0.702847E-01      0.0040      0.0005
        18         8  0.119212E+00      0.0040      0.0005
        19         8  0.123159E+00      0.0040      0.0005
        20         8  0.893717E-01      0.0040      0.0005
        21         8  0.103239E+00      0.0040      0.0005
        22         8  0.938593E-01      0.0040      0.0005
        23         8  0.208721E+00      0.0040      0.0005
        24         8  0.146172E+00      0.0040      0.0005
        25         8  0.101888E+00      0.0040      0.0005
        26         8  0.813319E-01      0.0040      0.0005
        27         8  0.957418E-01      0.0040      0.0005
        28         8  0.233649E+00      0.0040      0.0005
        29         8  0.180861E+00      0.0040      0.0005
        30         8  0.124450E+00      0.0040      0.0005
        31         8  0.848924E-01      0.0040      0.0005
        32         8  0.560227E-01      0.0040      0.0005
        33         8  0.161967E+00      0.0040      0.0005
        34         8  0.352186E-01      0.0040      0.0005
        35         8  0.915132E-01      0.0040      0.0005
        36         8  0.262662E+00      0.0040      0.0005
        37         8  0.898053E-01      0.0040      0.0005
        38         8  0.000000E+00      0.0040      0.0005
        39         8  0.111096E+00      0.0040      0.0005
        40         8  0.115457E+00      0.0040      0.0005
        41         8  0.839309E-01      0.0040      0.0005
        42         8  0.730506E-01      0.0040      0.0005
        43         8  0.328646E-01      0.0040      0.0005
        44         8  0.277706E+00      0.0040      0.0005
        45         8  0.293817E+00      0.0040      0.0005
        46         8  0.225485E+00      0.0040      0.0005
        47         8  0.133049E+00      0.0040      0.0005
        48         8  0.166981E+00      0.0040      0.0005
        49         8  0.132991E+00      0.0040      0.0005
        50         8  0.159243E+00      0.0040      0.0005
        51         8  0.784003E-01      0.0040      0.0005
        52         8  0.739454E-01      0.0040      0.0005
        53         8  0.101015E+00      0.0040      0.0005
        54         8  0.124886E+00      0.0040      0.0005
        55         8  0.810349E-01      0.0040      0.0005
        56         8  0.205142E-01      0.0040      0.0005
        57         8  0.891694E-01      0.0040      0.0005
        58         8  0.406683E-01      0.0040      0.0005
        59         8  0.370322E-01      0.0040      0.0005
        60         8  0.154744E+00      0.0040      0.0005
        61         8  0.467497E-01      0.0040      0.0005
        62         8  0.149257E-01      0.0040      0.0005
        63         8  0.127478E+00      0.0040      0.0005
        64         8  0.108041E+00      0.0040      0.0005
        65         8  0.656355E-01      0.0040      0.0005
        66         8  0.177480E+00      0.0040      0.0005
        67         8  0.155752E+00      0.0040      0.0005
        68         8  0.216508E+00      0.0040      0.0005
        69         8  0.290559E-01      0.0040      0.0005
        70         8  0.728036E-01      0.0040      0.0005
        71         8  0.235446E+00      0.0040      0.0005
        72         8  0.223507E+00      0.0040      0.0005
        73         8  0.219840E+00      0.0040      0.0005
        74         8  0.386544E+00      0.0040      0.0005
        75         8  0.121803E+00      0.0040      0.0005
        76         8  0.153887E+00      0.0040      0.0005
        77         8  0.209846E+00      0.0040      0.0005
        78         8  0.881372E-01      0.0040      0.0005
        79         8  0.126943E+00      0.0040      0.0005
        80         8  0.124687E+00      0.0040      0.0005
        81         8  0.178429E+00      0.0040      0.0005
        82         8  0.710229E-01      0.0040      0.0005
        83         8  0.831817E-01      0.0040      0.0005
        84         8  0.156013E+00      0.0040      0.0005
        85         8  0.110262E+00      0.0040      0.0005
        86         8  0.151663E+00      0.0040      0.0005
        87         8  0.130879E+00      0.0040      0.0005
        88         8  0.146587E+00      0.0040      0.0005
        89         8  0.180156E+00      0.0040      0.0005
        90         8  0.123201E+00      0.0040      0.0005
        91         8  0.236422E+00      0.0040      0.0005
        92         8  0.205853E+00      0.0040      0.0005
        93         8  0.110802E+00      0.0040      0.0005
        94         8  0.771284E-01      0.0040      0.0005
        95         8  0.137554E+00      0.0040      0.0005
        96         8  0.181227E+00      0.0040      0.0005
        97         8  0.844047E-01      0.0040      0.0005
        98         8  0.158353E+00      0.0040      0.0005
        99         8  0.373817E+00      0.0040      0.0005
       100         8  0.616023E-01      0.0040      0.0005
       101         8  0.112269E+00      0.0040      0.0005
       102         8  0.159022E+00      0.0040      0.0005
       103         8  0.124668E+00      0.0040      0.0005
       104         8  0.648167E-01      0.0040      0.0005
       105         8  0.186555E+00      0.0040      0.0005
       106         8  0.364944E-01      0.0040      0.0005
       107         8  0.256695E+00      0.0040      0.0005
       108         8  0.178496E+00      0.0040      0.0005
       109         8  0.109149E+00      0.0040      0.0005
       110         8  0.141869E+00      0.0040      0.0005
       111         8  0.135930E+00      0.0040      0.0005
       112         8  0.105197E+00      0.0040      0.0005
       113         8  0.112350E+00      0.0040      0.0005
       114         8  0.139568E+00      0.0040      0.0005
       115         8  0.128262E+00      0.0040      0.0005
       116         8  0.290346E+00      0.0040      0.0005
       117         8  0.108353E+00      0.0040      0.0005
       118         8  0.242297E+00      0.0040      0.0005
       119         8  0.198135E+00      0.0040      0.0005
       120         8  0.168311E+00      0.0040      0.0005
       121         8  0.850594E-01      0.0040      0.0005
       122         8  0.170658E+00      0.0040      0.0005
       123         8  0.128128E+00      0.0040      0.0005
       124         8  0.151681E+00      0.0040      0.0005
       125         8  0.224844E+00      0.0040      0.0005
       126         8  0.254543E+00      0.0040      0.0005
       127         8  0.117052E+00      0.0040      0.0005
       128         8  0.159402E+00      0.0040      0.0005
       129         8  0.243488E+00      0.0040      0.0005
       130         8  0.840874E-01      0.0040      0.0005
       131         8  0.134534E+00      0.0040      0.0005
       132         8  0.159257E+00      0.0040      0.0005
       133         8  0.103914E+00      0.0040      0.0005
       134         8  0.237873E+00      0.0040      0.0005
       135         8  0.125546E+00      0.0040      0.0005
       136         8  0.194450E-01      0.0040      0.0005
       137         8  0.249157E+00      0.0040      0.0005
       138         8  0.119233E+00      0.0040      0.0005
       139         8  0.150145E+00      0.0040      0.0005
       140         8  0.119148E+00      0.0040      0.0005
       141         8  0.202021E+00      0.0040      0.0005
       142         8  0.144967E+00      0.0040      0.0005
       143         8  0.127318E+00      0.0040      0.0005
       144         8  0.101373E+00      0.0040      0.0005
       145         8  0.143679E+00      0.0040      0.0005
       146         8  0.876057E-01      0.0040      0.0005
       147         8  0.783313E-01      0.0040      0.0005
       148         8  0.111684E+00      0.0040      0.0005
       149         8  0.301246E+00      0.0040      0.0005
       150         8  0.140996E+00      0.0040      0.0005
       151         8  0.167633E+00      0.0040      0.0005
       152         8  0.206197E+00      0.0040      0.0005
       153         8  0.174316E+00      0.0040      0.0005
       154         8  0.227734E+00      0.0040      0.0005
       155         8  0.192367E+00      0.0040      0.0005
       156         8  0.157125E+00      0.0040      0.0005
       157         8  0.129450E+00      0.0040      0.0005
       158         8  0.138004E+00      0.0040      0.0005
       159         8  0.174143E+00      0.0040      0.0005
       160         8  0.995686E-01      0.0040      0.0005
       161         8  0.154606E+00      0.0040      0.0005
       162         8  0.423447E+00      0.0040      0.0005
       163         8  0.211654E+00      0.0040      0.0005
       164         8  0.255584E+00      0.0040      0.0005
       165         8  0.271955E+00      0.0040      0.0005
       166         8  0.259483E+00      0.0040      0.0005
       167         8  0.236977E+00      0.0040      0.0005
       168         8  0.393881E+00      0.0040      0.0005
       169         8  0.307110E+00      0.0040      0.0005
       170         8  0.168796E+00      0.0040      0.0005
       171         8  0.269730E+00      0.0040      0.0005
       172         8  0.261938E+00      0.0040      0.0005
       173         8  0.205339E+00      0.0040      0.0005
       174         8  0.248357E+00      0.0040      0.0005
       175         8  0.408643E+00      0.0040      0.0005
       176         8  0.234311E+00      0.0040      0.0005
       177         8  0.165078E+00      0.0040      0.0005
       178         8  0.129347E+00      0.0040      0.0005
       179         8  0.183175E+00      0.0040      0.0005
       180         8  0.130166E+00      0.0040      0.0005
       181         8  0.126618E+00      0.0040      0.0005
       182         8  0.230225E+00      0.0040      0.0005
       183         8  0.224439E+00      0.0040      0.0005
       184         8  0.160982E+00      0.0040      0.0005
       185         8  0.902185E-01      0.0040      0.0005
       186         8  0.108468E+00      0.0040      0.0005
       187         8  0.136465E+00      0.0040      0.0005
       188         8  0.237038E+00      0.0040      0.0005
       189         8  0.131602E+00      0.0040      0.0005
       190         8  0.285804E+00      0.0040      0.0005
       191         8  0.332771E+00      0.0040      0.0005
       192         8  0.292728E+00      0.0040      0.0005
       193         8  0.252496E+00      0.0040      0.0005
       194         8  0.293648E+00      0.0040      0.0005
       195         8  0.282052E+00      0.0040      0.0005
       196         8  0.297185E+00      0.0040      0.0005
       197         8  0.294767E+00      0.0040      0.0005
       198         8  0.439821E+00      0.0040      0.0005
       199         8  0.300085E+00      0.0040      0.0005
       200         8  0.177142E+00      0.0040      0.0005
       201         8  0.182439E+00      0.0040      0.0005
       202         8  0.145705E+00      0.0040      0.0005
       203         8  0.164823E+00      0.0040      0.0005
       204         8  0.130502E+00      0.0040      0.0005
       205         8  0.272665E+00      0.0040      0.0005
       206         8  0.189819E+00      0.0040      0.0005
       207         8  0.175495E+00      0.0040      0.0005
       208         8  0.343583E+00      0.0040      0.0005
       209         8  0.207373E+00      0.0040      0.0005
       210         8  0.148602E+00      0.0040      0.0005
       211         8  0.177472E+00      0.0040      0.0005
       212         8  0.183638E+00      0.0040      0.0005
       213         8  0.329963E+00      0.0040      0.0005
       214         8  0.188742E+00      0.0040      0.0005
       215         8  0.330095E+00      0.0040      0.0005
       216         8  0.255740E+00      0.0040      0.0005
       217         8  0.126085E+00      0.0040      0.0005
       218         8  0.202818E+00      0.0040      0.0005
       219         8  0.178403E+00      0.0040      0.0005
       220         8  0.148823E+00      0.0040      0.0005
       221         8  0.175501E+00      0.0040      0.0005
       222         8  0.317040E+00      0.0040      0.0005
       223         8  0.167885E+00      0.0040      0.0005
       224         8  0.172262E+00      0.0040      0.0005
       225         8  0.296081E+00      0.0040      0.0005
       226         8  0.250082E+00      0.0040      0.0005
       227         8  0.153657E+00      0.0040      0.0005
       228         8  0.155363E+00      0.0040      0.0005
       229         8  0.216329E+00      0.0040      0.0005
       230         8  0.295007E+00      0.0040      0.0005
       231         8  0.207165E+00      0.0040      0.0005
       232         8  0.334306E+00      0.0040      0.0005
       233         8  0.279312E+00      0.0040      0.0005
       234         8  0.306384E+00      0.0040      0.0005
       235         8  0.468837E+00      0.0040      0.0005
       236         8  0.232215E+00      0.0040      0.0005
       237         8  0.281141E+00      0.0040      0.0005
       238         8  0.305699E+00      0.0040      0.0005
       239         8  0.244640E+00      0.0040      0.0005
       240         8  0.267204E+00      0.0040      0.0005
       241         8  0.317875E+00      0.0040      0.0005
       242         8  0.366626E+00      0.0040      0.0005
       243         8  0.160308E+00      0.0040      0.0005
       244         8  0.114389E+00      0.0040      0.0005
       245         8  0.163779E+00      0.0040      0.0005
       246         8  0.236132E+00      0.0040      0.0005
       247         8  0.124845E+00      0.0040      0.0005
       248         8  0.175154E+00      0.0040      0.0005
       249         8  0.272135E+00      0.0040      0.0005
       250         8  0.174154E+00      0.0040      0.0005
       251         8  0.201275E+00      0.0040      0.0005
       252         8  0.195317E+00      0.0040      0.0005
       253         8  0.404828E+00      0.0040      0.0005
