#step;attempt;energy_eV;energy_low_eV;energy_high_eV
1;0;  -3044.5847996854;  -3041.2965590200;  -3136.7595285806
2;4;  -3049.9510062254;  -3041.0959776900;  -3298.1718445605
3;5;  -3056.7812371381;  -3041.3315436600;  -3489.8612494507
4;11;  -3057.4297670224;  -3040.9387630700;  -3519.6994039510
5;12;  -3057.3327832403;  -3040.8292777400;  -3519.9528588710
6;21;  -3058.2699509938;  -3041.1381920600;  -3538.5009912113
7;25;  -3058.8222981038;  -3041.6968405100;  -3538.8767015215
8;28;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
9;31;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
10;32;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
11;33;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
12;35;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
13;51;  -3059.5650429737;  -3041.7332745800;  -3559.4184857915
14;54;  -3059.1880239749;  -3041.0034913000;  -3568.9300228015
15;67;  -3059.0520403658;  -3040.7961833800;  -3570.7933755213
16;69;  -3058.8839900921;  -3041.3283947800;  -3550.9958526812
17;75;  -3058.6745492955;  -3041.0220698500;  -3553.5022315715
18;78;  -3059.1880239749;  -3041.0034913000;  -3568.9300228015
19;86;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
20;87;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
21;108;  -3059.5650429737;  -3041.7332745800;  -3559.4184857915
22;148;  -3059.5473191683;  -3041.9658088400;  -3552.3856217715
23;168;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
24;191;  -3059.5650429737;  -3041.7332745800;  -3559.4184857915
25;194;  -3059.4355656640;  -3041.4840179300;  -3562.6466180212
26;201;  -3059.5650429737;  -3041.7332745800;  -3559.4184857915
27;213;  -3058.8272817881;  -3041.5581681700;  -3542.9085969915
28;218;  -3059.0866037523;  -3041.3550930900;  -3556.1296594515
29;220;  -3059.3539121354;  -3041.9130247200;  -3548.2503259915
30;227;  -3059.5473191683;  -3041.9658088400;  -3552.3856217715
31;234;  -3059.3539121354;  -3041.9130247200;  -3548.2503259915
32;235;  -3059.1813997566;  -3041.7027827800;  -3549.1354345212
33;245;  -3059.0866037523;  -3041.3550930900;  -3556.1296594515
34;255;  -3058.9423196350;  -3040.9723003500;  -3562.6711595813
35;270;  -3058.9682715423;  -3041.4582307300;  -3549.8031674812
36;271;  -3058.5531053121;  -3041.2609903800;  -3543.2791847212
37;276;  -3059.0080772217;  -3041.0625738400;  -3562.0496965612
38;283;  -3059.0308135373;  -3041.5176284800;  -3549.9538477715
39;286;  -3058.8157530485;  -3041.5165024900;  -3543.7418556614
40;288;  -3059.2763974556;  -3041.4496853600;  -3558.9881040215
41;292;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
42;294;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
43;303;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
44;305;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
45;316;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
46;320;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
47;335;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
48;346;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
49;348;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
50;375;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
51;385;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
52;398;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
53;403;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
54;424;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
55;432;  -3045.7824732850;  -3041.8701046600;  -3155.4525230308
56;434;  -3046.2282156051;  -3041.2009199700;  -3187.1514810808
57;436;  -3046.7139352382;  -3041.6495027800;  -3188.6782062110
58;437;  -3048.1584613896;  -3041.9101849300;  -3223.3078033413
59;438;  -3052.4843327139;  -3041.4711409300;  -3361.2019936913
60;443;  -3052.2880128420;  -3041.3443573100;  -3359.0564596910
61;445;  -3052.5163021632;  -3041.1959789800;  -3369.8433553211
62;450;  -3052.8784817237;  -3041.1824084700;  -3380.7384199113
63;452;  -3052.9100909140;  -3041.3071600800;  -3378.1590957313
64;455;  -3053.5157065107;  -3041.1975623000;  -3398.8133044213
65;458;  -3053.8101578780;  -3041.0423853900;  -3411.7115670016
66;460;  -3039.2172833275;  -3041.8416682800;  -2965.6515087605
67;462;  -3039.3958892055;  -3041.6919335000;  -2975.0340368006
68;463;  -3044.9930990891;  -3041.7839801700;  -3134.9499168706
69;465;  -3045.7898244315;  -3041.2320758400;  -3173.5509233109
70;466;  -3039.4936189766;  -3040.7797633600;  -3003.4409020607
71;467;  -3040.7312304517;  -3041.2675461500;  -3025.6974299710
72;470;  -3040.1062196668;  -3041.4470534500;  -3002.5204700107
73;474;  -3045.9958140458;  -3041.7884127400;  -3163.9361092309
74;475;  -3052.6441645023;  -3041.4600344500;  -3366.1535029011
75;476;  -3057.4984425654;  -3041.4129102100;  -3508.4020517810
76;480;  -3058.6864875148;  -3040.7341749000;  -3561.9189807213
77;481;  -3058.8315618182;  -3041.2049385100;  -3552.9344545512
78;490;  -3059.5473191683;  -3041.9658088400;  -3552.3856217715
79;518;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
80;521;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
81;528;  -3059.2763974556;  -3041.4496853600;  -3558.9881040215
82;559;  -3059.1496696274;  -3041.6021889500;  -3551.0340658215
83;560;  -3059.2763974556;  -3041.4496853600;  -3558.9881040215
84;599;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
85;622;  -3058.9553783952;  -3041.3895291600;  -3551.3546751115
86;627;  -3059.2763974556;  -3041.4496853600;  -3558.9881040215
87;630;  -3032.6814799235;  -3040.7245499200;  -2807.2211587806
88;632;  -3037.8835079628;  -3040.9206333900;  -2952.7479472305
89;634;  -3038.7079890759;  -3041.4982051800;  -2960.4936978705
90;635;  -3040.1668650033;  -3040.9726847700;  -3017.5784275707
91;636;  -3041.1521302930;  -3040.9101894300;  -3047.9341258110
92;637;  -3048.4910065488;  -3041.2514445300;  -3251.4276934611
93;641;  -3052.3355885087;  -3040.7745277500;  -3376.4109070810
94;643;  -3053.6146858219;  -3041.2398333300;  -3400.5019090010
95;646;  -3053.8646701372;  -3040.9734372000;  -3415.2268762610
96;648;  -3058.6269774930;  -3040.9085359400;  -3555.3036848212
97;649;  -3058.9747957797;  -3041.3725859900;  -3552.3933379209
98;651;  -3045.0162091702;  -3041.3731824600;  -3147.1361673906
99;652;  -3046.8641105997;  -3041.5843573400;  -3194.8641735108
100;655;  -3051.8897910904;  -3041.1336806400;  -3353.4010445607
101;656;  -3056.9582072638;  -3041.0629950800;  -3502.5268328206
102;658;  -3058.3181652374;  -3041.3119151700;  -3535.0309879909
103;674;  -3053.6844470461;  -3041.1008691100;  -3406.4225835811
104;676;  -3041.4000532104;  -3040.6680684600;  -3061.9187751610
105;677;  -3046.7936654024;  -3040.2535638600;  -3230.1233386111
106;678;  -3046.7571408487;  -3040.5275163600;  -3221.3836377509
107;679;  -3047.8043947191;  -3040.9957690900;  -3238.6612344012
108;682;  -3047.8379749429;  -3040.8712099900;  -3243.1277168312
109;683;  -3053.1591893352;  -3041.2269196400;  -3387.6400975714
110;685;  -3053.8009374043;  -3041.7105835100;  -3392.7132026116
111;687;  -3054.0851241598;  -3042.2553134200;  -3385.6939413916
112;688;  -3054.2385184881;  -3041.6751388500;  -3406.4104639116
113;699;  -3040.5517631117;  -3041.3463696800;  -3018.2776498507
114;700;  -3045.5540495157;  -3041.2923709000;  -3165.0158258906
115;702;  -3050.8812289918;  -3040.3952162000;  -3344.8212062109
116;704;  -3050.9401714931;  -3040.4276421600;  -3345.6234504509
117;705;  -3050.8812289918;  -3040.3952162000;  -3344.8212062109
118;707;  -3051.4466499969;  -3040.7286569600;  -3351.8894104308
119;708;  -3051.6721918334;  -3039.9655171400;  -3379.8293056010
120;710;  -3052.5485569349;  -3040.4885262800;  -3390.6108124711
121;714;  -3052.6289977658;  -3040.3830172000;  -3395.9037314513
122;716;  -3052.6096201339;  -3040.5011203700;  -3392.0305435511
123;717;  -3052.6963157734;  -3041.3413795000;  -3370.9936300908
124;718;  -3057.2963197619;  -3041.2339795600;  -3507.5498152307
125;721;  -3057.7400673387;  -3041.5476959300;  -3511.6385488209
126;724;  -3058.9607463798;  -3041.8421986500;  -3538.8214550812
127;725;  -3058.7951439770;  -3041.7813991100;  -3535.7180581415
128;726;  -3058.9791501217;  -3042.0226106800;  -3534.2985032615
129;735;  -3059.1496696274;  -3041.6021889500;  -3551.0340658215
130;742;  -3058.9553783952;  -3041.3895291600;  -3551.3546751115
131;762;  -3058.8272817881;  -3041.5581681700;  -3542.9085969915
132;764;  -3058.9983718621;  -3041.2050230000;  -3557.7748527812
133;772;  -3058.8272817881;  -3041.5581681700;  -3542.9085969915
134;776;  -3058.8927278691;  -3041.8869735000;  -3535.5916553912
135;779;  -3059.1813997566;  -3041.7027827800;  -3549.1354345212
136;785;  -3059.1813997566;  -3041.7027827800;  -3549.1354345212
137;795;  -3059.5650429737;  -3041.7332745800;  -3559.4184857915
138;816;  -3059.5650429737;  -3041.7332745800;  -3559.4184857915
139;819;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
140;820;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
141;831;  -3058.6813108360;  -3041.4462459700;  -3541.8081841915
142;837;  -3058.9791501217;  -3042.0226106800;  -3534.2985032615
143;867;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
144;870;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
145;871;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
146;880;  -3040.5710878178;  -3041.4990237600;  -3014.5595355607
147;881;  -3045.6128156618;  -3041.3769736400;  -3164.3503503306
148;883;  -3045.7545094877;  -3041.1409562000;  -3175.0799046806
149;885;  -3047.3463326296;  -3041.2182959700;  -3219.1251576109
150;886;  -3046.5951927527;  -3041.2056021900;  -3197.6741737409
151;890;  -3047.5099712334;  -3041.0310205500;  -3229.1254865011
152;891;  -3048.1735018324;  -3041.2772691600;  -3241.4861092911
153;893;  -3053.9888685434;  -3041.6383384400;  -3400.1942956512
154;895;  -3053.8377918550;  -3041.4538837800;  -3400.9788577413
155;901;  -3053.9578426916;  -3041.2326016800;  -3410.6670254213
156;903;  -3054.0646817372;  -3041.8035194600;  -3397.7649834612
157;907;  -3054.0214137154;  -3041.5348663200;  -3404.0396265313
158;908;  -3053.9888685434;  -3041.6383384400;  -3400.1942956512
159;916;  -3058.1584995666;  -3041.0494464400;  -3537.7530591111
160;918;  -3059.1710038779;  -3041.2610272500;  -3561.2167505815
161;924;  -3059.1880239749;  -3041.0034913000;  -3568.9300228015
162;927;  -3059.4355656640;  -3041.4840179300;  -3562.6466180212
163;960;  -3059.3539121354;  -3041.9130247200;  -3548.2503259915
164;968;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
165;980;  -3059.3539121354;  -3041.9130247200;  -3548.2503259915
166;981;  -3059.5650429737;  -3041.7332745800;  -3559.4184857915
167;992;  -3058.0760106942;  -3041.4949618900;  -3522.8697511312
168;994;  -3058.2205897198;  -3041.4631840800;  -3527.9578988212
169;1001;  -3058.3195137562;  -3040.7950941500;  -3549.5574706512
170;1003;  -3058.4128169249;  -3039.9301852300;  -3576.5110156612
171;1010;  -3058.5937148836;  -3040.8465952600;  -3556.0743151310
172;1014;  -3043.2411756145;  -3041.8584206400;  -3082.0020443803
173;1015;  -3044.0942034859;  -3041.8498876900;  -3107.0060220206
174;1018;  -3044.2198411181;  -3042.0058026000;  -3106.2829383606
175;1019;  -3044.4958632814;  -3041.4833150200;  -3128.9424861205
176;1021;  -3050.6500545558;  -3041.3175360800;  -3312.2557117907
177;1022;  -3052.4961225337;  -3041.2564934800;  -3367.5611881211
178;1029;  -3057.8771382251;  -3041.0191100700;  -3530.4350599312
179;1030;  -3057.9516005785;  -3041.2167326300;  -3527.0571415712
180;1037;  -3057.9341765711;  -3041.2493953000;  -3525.6357066112
181;1044;  -3058.4647890049;  -3041.4434184100;  -3535.6014647112
182;1061;  -3058.6274305475;  -3040.8613054600;  -3556.6407848312
183;1072;  -3059.1438958531;  -3040.4479906500;  -3583.2204975713
184;1073;  -3058.8072488060;  -3040.9528115100;  -3559.2961377913
185;1079;  -3058.9009731307;  -3041.3631549300;  -3550.5145144012
186;1091;  -3059.3539121354;  -3041.9130247200;  -3548.2503259915
187;1097;  -3059.0866037523;  -3041.3550930900;  -3556.1296594515
188;1103;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
189;1107;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
190;1108;  -3059.5473191683;  -3041.9658088400;  -3552.3856217715
191;1165;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
192;1170;  -3059.5473191683;  -3041.9658088400;  -3552.3856217715
193;1179;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
194;1192;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
195;1193;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
196;1211;  -3059.5473191683;  -3041.9658088400;  -3552.3856217715
197;1220;  -3059.6162585568;  -3041.9119189000;  -3555.8976668215
198;1226;  -3059.6654992961;  -3042.0431045900;  -3553.6498574418
199;1232;  -3046.3383550235;  -3041.5882589100;  -3179.4912674909
200;1233;  -3050.9479457773;  -3041.1910206300;  -3324.4504116308
201;1234;  -3052.1010809128;  -3041.3300771300;  -3354.0298186908
202;1247;  -3053.7854606212;  -3041.6281806300;  -3394.5737730710
203;1248;  -3054.0595779588;  -3041.6580334600;  -3401.6950214610
204;1249;  -3059.1460583608;  -3041.2109048700;  -3561.8975534412
205;1251;  -3059.5473191683;  -3041.9658088400;  -3552.3856217715
206;1266;  -3059.3539121354;  -3041.9130247200;  -3548.2503259915
207;1268;  -3040.4077239659;  -3040.9468742400;  -3025.2944657210
208;1269;  -3045.3474042967;  -3040.9869911700;  -3167.5768694508
209;1271;  -3045.7250005364;  -3040.9549629600;  -3179.4369046109
210;1272;  -3045.9971252437;  -3041.8117451800;  -3163.3201292309
211;1273;  -3045.9752152736;  -3041.9684358200;  -3158.2917539507
