#step;attempt;energy_eV;energy_low_eV;energy_high_eV
1;1;  -2998.2333672047;  -3008.5240154100;  -2992.9499722501
2;2;  -3008.4056816062;  -3011.3522134999;  -3006.8928816901
3;3;  -2984.2230268144;  -3007.0117950899;  -2972.5228830600
4;4;  -3042.3435556392;  -3009.8159075499;  -3059.0438070102
5;5;  -3013.8977786653;  -3007.2147499200;  -3017.3289600301
6;6;  -2979.1661370990;  -3007.1898575700;  -2964.7782792701
7;7;  -3061.4344489274;  -3008.1993965899;  -3088.7662361301
8;8;  -2996.9066560456;  -3008.6684320200;  -2990.8679589101
9;9;  -3019.6667385711;  -3009.9800843000;  -3024.6400327001
10;10;  -3044.1702092408;  -3010.3307785999;  -3061.5439522301
11;11;  -3055.5297883284;  -3009.4118243300;  -3079.2075405401
12;12;  -3059.9234398374;  -3007.2638910799;  -3086.9597536501
13;13;  -3024.6809297515;  -3008.3806731799;  -3033.0497605200
14;14;  -2954.5339926797;  -3007.3917867300;  -2927.3958963400
15;15;  -3039.4396953268;  -3007.0064319899;  -3056.0914879501
16;16;  -2968.6534184380;  -3003.6665588099;  -2950.6770727800
17;17;  -2979.7444923595;  -3007.8122968699;  -2965.3340010302
18;18;  -3001.6760802652;  -3007.1842663000;  -2998.8480832601
19;19;  -2985.3866505580;  -3008.6571884600;  -2973.4391580300
20;20;  -3009.5414356305;  -3008.5478818499;  -3010.0515431501
21;21;  -2982.2888126913;  -3006.0118531000;  -2970.1089976300
22;22;  -2973.0728858708;  -3008.2139187500;  -2955.0308780101
23;23;  -3041.0782074643;  -3008.6556197499;  -3057.7245190401
24;24;  -2996.8102090637;  -3005.7111020300;  -2992.2403382401
25;25;  -3012.5353704572;  -3005.8552483000;  -3015.9650595300
26;26;  -3032.3376998855;  -3006.8545129999;  -3045.4212042801
27;27;  -3040.8262377386;  -3009.8855442699;  -3056.7117194402
28;28;  -2986.2822649172;  -3009.8837064700;  -2974.1648807902
29;29;  -3016.8903417570;  -3010.0163705700;  -3020.4195562401
30;30;  -2996.1252035910;  -3008.9622419299;  -2989.5344483502
31;31;  -3019.4172679410;  -3004.6462606100;  -3027.0009559701
32;32;  -3042.9934998627;  -3011.5570819499;  -3059.1334949802
33;33;  -3022.1046406218;  -3009.0824462100;  -3028.7904581602
34;34;  -2992.8146073722;  -3010.1686650999;  -2983.9047370501
35;35;  -2981.5407054361;  -3009.1256052400;  -2967.3781456500
36;36;  -2993.8912241920;  -3003.5996558300;  -2988.9067491901
37;37;  -2972.8965415874;  -3005.4367970600;  -2956.1898173701
38;38;  -3045.1735340875;  -3011.6275490900;  -3062.3966170601
39;39;  -2985.0858720230;  -3005.5244489500;  -2974.5923567400
40;40;  -2967.5353762750;  -3004.8024912300;  -2948.4018014801
41;41;  -2999.9711356463;  -3006.4629025600;  -2996.6381513801
42;42;  -3024.3533038840;  -3010.8815158200;  -3031.2699505001
43;43;  -2980.2838236740;  -3006.0258861100;  -2967.0674081401
44;44;  -2991.2188806288;  -3004.9212199900;  -2984.1838650300
45;45;  -2993.5700572921;  -3005.4969003500;  -2987.4466118901
46;46;  -3002.9195566690;  -3005.0263627900;  -3001.8378863400
47;47;  -3022.3375270871;  -3014.0629158100;  -3026.5858541701
48;48;  -2960.0389970173;  -3001.2338567000;  -2938.8888508400
49;49;  -3033.9575187139;  -3012.8071012199;  -3044.8165051300
50;50;  -2963.3846910443;  -3005.1389391199;  -2941.9473452900
51;51;  -3033.3019864442;  -3006.3650566200;  -3047.1318673501
52;52;  -3016.0125354381;  -3011.3260597000;  -3018.4186523100
53;53;  -3002.8663882013;  -3010.8973680000;  -2998.7431456901
54;54;  -2951.1942871485;  -3002.8900555100;  -2924.6527946901
55;55;  -3022.1540832960;  -3009.7711692900;  -3028.5116833302
56;56;  -2996.8981905254;  -3004.2862421400;  -2993.1050383501
57;57;  -2987.0780333714;  -3005.8733795600;  -2977.4281808800
58;58;  -3017.8416983458;  -3009.8874500300;  -3021.9255456001
59;59;  -2991.3048927225;  -3007.9910537500;  -2982.7379320001
60;60;  -3018.6229632945;  -3007.5032055499;  -3024.3320372801
61;61;  -2986.7515418627;  -3006.5882089800;  -2976.5670573801
